"FDT_STA_ID","Huc6_Vahu6","FDT_SPG_CODE","nObservations","yearsSampled","nYearsSampled","n_Samples_2011","n_Samples_2012","n_Samples_2013","n_Samples_2014","n_Samples_2015","n_Samples_2016","n_Samples_2017","n_Samples_2018","n_Samples_2015_2018","n_Samples_IR2018","n_Samples_IR2020","n_Samples_IR2022","STA_LV3_CODE","STA_LV1_CODE","STA_REC_CODE","Deq_Region","STA_DESC","FDT_SSC_CODE","STA_LV2_CODE","Latitude","Longitude","Majorbasincode","Majorbasinname","Basin","Subbasin","Huc6_Huc_8","Huc6_Huc_8_Name","Huc6_Name","Huc6_Huc_12","Huc6_Huc_12_Name","Huc6_Vahu5","STA_CBP_NAME"
"4ADAN199.71","RD01","FP",3,"2014",1,NA,NA,NA,"3 : FP",NA,NA,NA,NA,NA,"FP: 3 | Total: 3","FP: 3 | Total: 3",NA,"APROB","STREAM","WCRO","Blue Ridge","Between Rt. 601 & Rt. 639","000002","AMBNT",36.7024,-80.3995,"03","South Atlantic-Gulf","Roanoke River Basin","UPPER DAN","03010103","Upper Dan","Ivy Creek-Dan River","030101030101","Dan River-Ivy Creek","RD-A","VARS11-159"
"4ADAN205.79","RD01","PA",12,"2014",1,NA,NA,NA,"12 : PA",NA,NA,NA,NA,NA,"PA: 12 | Total: 12","PA: 12 | Total: 12",NA,"AWTSHD","STREAM","WCRO","Blue Ridge","Rt 632 Bridge, Dan River Road","000002","AMBNT",36.72585278,-80.38185833,"03","South Atlantic-Gulf","Roanoke River Basin","UPPER DAN","03010103","Upper Dan","Ivy Creek-Dan River","030101030101","Dan River-Ivy Creek","RD-A",NA
"4ADAY003.97","RU39","RB",2,"2013",1,NA,NA,"2 : RB",NA,NA,NA,NA,NA,NA,"RB: 2 | Total: 2","RB: 2 | Total: 2",NA,"BIOMON","STREAM","WCRO","Blue Ridge","NORTH OF RT. 697-USFS ACCESS OFF RT. 460","000002","AMBNT",37.40947778,-79.75106111,"03","South Atlantic-Gulf","Roanoke River Basin","UPPER ROANOKE","03010101","Upper Roanoke","North Fork Goose Creek-Goose Creek","030101011101","Goose Creek-North Fork Goose Creek","RU-K",NA
"4ADBC002.19","RD44","RB",2,"2013",1,NA,NA,"2 : RB",NA,NA,NA,NA,NA,NA,"RB: 2 | Total: 2","RB: 2 | Total: 2",NA,"AWTSHD","STREAM","SCRO","Blue Ridge","DOUBLE CREEK, RT. 688 BRIDGE","000002","AMBNT",36.63166667,-79.17666667,"03","South Atlantic-Gulf","Roanoke River Basin","LOWER DAN","03010104","Lower Dan","Double Creek-Dan River","030101040302","Dan River-Double Creek","RD-K",NA
"4ADEE000.06","RU12","RB, TM, PA, PT, FP",24,"2012, 2015, 2016",3,NA,"2 : RB",NA,NA,"2 : RB | 8 : TM","1 : FP | 1 : PA | 2 : PT | 8 : TM",NA,NA,"RB: 2 | TM: 16 | FP: 1 | PA: 1 | PT: 2 | Total: 22","RB: 4 | TM: 16 | FP: 1 | PA: 1 | PT: 2 | Total: 24","RB: 2 | TM: 16 | FP: 1 | PA: 1 | PT: 2 | Total: 22","RB: 2 | TM: 16 | FP: 1 | PA: 1 | PT: 2 | Total: 22","APROB","STREAM","WCRO","Blue Ridge","Brookside Park","000002","AMBNT",37.3316,-79.9512,"03","South Atlantic-Gulf","Roanoke River Basin","UPPER ROANOKE","03010101","Upper Roanoke","Carvin Creek","030101010402","Carvin Creek","RU-D",NA
"4ADEL001.35","RD24","RB, TM",13,"2013, 2014",2,NA,NA,"2 : RB","2 : RB | 9 : TM",NA,NA,NA,NA,NA,"RB: 4 | TM: 9 | Total: 13","RB: 4 | TM: 9 | Total: 13",NA,"BIOMON","STREAM","WCRO","Blue Ridge","Off Rt 809","000002","AMBNT",36.711,-79.9228,"03","South Atlantic-Gulf","Roanoke River Basin","UPPER DAN","03010103","Upper Dan","Beaver Creek-Smith River","030101030801","Smith River-Beaver Creek","RD-F",NA
"4ADEV000.64","RU91","FP",2,"2011",1,"2 : FP",NA,NA,NA,NA,NA,NA,NA,NA,"FP: 2 | Total: 2",NA,NA,"APROB","STREAM","SCRO","Blue Ridge","Devils Br S of Rt 603","000002","AMBNT",36.849,-78.53697222,"03","South Atlantic-Gulf","Roanoke River Basin","MIDDLE ROANOKE","03010102","Middle Roanoke","Otter Creek-Bluestone Creek","030101020701","Bluestone Creek-Otter Creek","RU-V",NA
"4ADEV000.86","RU91","RB",2,"2014",1,NA,NA,NA,"2 : RB",NA,NA,NA,NA,NA,"RB: 2 | Total: 2","RB: 2 | Total: 2",NA,"BIOMON","STREAM","SCRO","Blue Ridge","devils br at rt 603","000002","AMBNT",36.85036667,-78.53393333,"03","South Atlantic-Gulf","Roanoke River Basin","MIDDLE ROANOKE","03010102","Middle Roanoke","Otter Creek-Bluestone Creek","030101020701","Bluestone Creek-Otter Creek","RU-V",NA
"4ADFF004.90","RU89","AW",12,"2015",1,NA,NA,NA,NA,"12 : AW",NA,NA,NA,"AW: 12 | Total: 12","AW: 12 | Total: 12","AW: 12 | Total: 12","AW: 12 | Total: 12","AWTSHD","STREAM","SCRO","Blue Ridge","Difficult Cr. @ Rt. 720, DSS Brian Farm","000002","AMBNT",36.77833333,-78.72861111,"03","South Atlantic-Gulf","Roanoke River Basin","MIDDLE ROANOKE","03010102","Middle Roanoke","Ashcake Creek-Difficult Creek","030101020603","Difficult Creek-Ashcake Creek","RU-U",NA
"4ADFF009.01","RU88","PA",12,"2014",1,NA,NA,NA,"12 : PA",NA,NA,NA,NA,NA,"PA: 12 | Total: 12","PA: 12 | Total: 12",NA,"AWTSHD","STREAM","SCRO","Blue Ridge","Difficult Cr. @ Rt. 360, USS Brian Farm","000002","AMBNT",36.79527778,-78.78638889,"03","South Atlantic-Gulf","Roanoke River Basin","MIDDLE ROANOKE","03010102","Middle Roanoke","Piney Creek-Difficult Creek","030101020602","Difficult Creek-Piney Creek","RU-U",NA
"4ADRU002.43","RU21","PA",12,"2016",1,NA,NA,NA,NA,NA,"12 : PA",NA,NA,"PA: 12 | Total: 12","PA: 12 | Total: 12","PA: 12 | Total: 12","PA: 12 | Total: 12","AWTSHD","STREAM","WCRO","Blue Ridge","Rt. 642 Bridge","000002","AMBNT",37.01066111,-80.08806667,"03","South Atlantic-Gulf","Roanoke River Basin","UPPER ROANOKE","03010101","Upper Roanoke","South Fork Blackwater River","030101010502","South Fork Blackwater River","RU-E",NA
"4AECR003.02","RU51","TM, IM",24,"2013, 2014, 2015, 2016",4,NA,NA,"6 : TM","6 : TM","6 : IM","6 : IM",NA,NA,"IM: 12 | Total: 12","TM: 12 | IM: 12 | Total: 24","TM: 12 | IM: 12 | Total: 24","IM: 12 | Total: 12","AWTSHD","STREAM","WCRO","Blue Ridge","STA #11 RT. 668 BRIDGE (BEDFORD COUNTY)","000002","AMBNT",37.33055556,-79.39166667,"03","South Atlantic-Gulf","Roanoke River Basin","UPPER ROANOKE","03010101","Upper Roanoke","Chestnut Branch-Elk Creek","030101011403","Elk Creek-Chestnut Branch","RU-N",NA
"4AEKH003.68","RD61","RB, AW",16,"2012, 2013, 2015",3,NA,"2 : RB","12 : AW",NA,"2 : RB",NA,NA,NA,"RB: 2 | Total: 2","RB: 4 | AW: 12 | Total: 16","AW: 12 | RB: 2 | Total: 14","RB: 2 | Total: 2","BIOMON","STREAM","SCRO","Blue Ridge","Elkhorn Cr @ rt 680, Church Rd","000002","AMBNT",36.86969444,-79.15088889,"03","South Atlantic-Gulf","Roanoke River Basin","BANISTER","03010105","Banister","Elkhorn Creek","030101050206","Elkhorn Creek","RD-N",NA
"4AELK005.44","RD04","AW",12,"2016",1,NA,NA,NA,NA,NA,"12 : AW",NA,NA,"AW: 12 | Total: 12","AW: 12 | Total: 12","AW: 12 | Total: 12","AW: 12 | Total: 12","AWTSHD","STREAM","WCRO","Blue Ridge","Rt. 661 Bridge, Dangler Mountain Road","000002","AMBNT",36.55706945,-80.33366111,"03","South Atlantic-Gulf","Roanoke River Basin","UPPER DAN","03010103","Upper Dan","Elk Creek-Dan River","030101030104","Dan River-Elk Creek","RD-A",NA
"4AELT000.86","RU04","AW, QA, RB",26,"2011, 2012, 2017",3,"4 : AW | 2 : QA","6 : AW | 2 : RB",NA,NA,NA,NA,"12 : AW",NA,"AW: 12 | Total: 12","AW: 10 | QA: 2 | RB: 2 | Total: 14","AW: 12 | Total: 12","AW: 12 | Total: 12","AWTSHD","STREAM","WCRO","Blue Ridge","ROUTE 639 AT BRIDGE","000002","AMBNT",37.11888889,-80.27638889,"03","South Atlantic-Gulf","Roanoke River Basin","UPPER ROANOKE","03010101","Upper Roanoke","Elliott Creek","030101010104","Elliott Creek","RU-A",NA
"4AENT001.64","RU70","AW, RB",14,"2011, 2012, 2015",3,"6 : AW","6 : AW",NA,NA,"2 : RB",NA,NA,NA,"RB: 2 | Total: 2","AW: 12 | RB: 2 | Total: 14","RB: 2 | Total: 2","RB: 2 | Total: 2","AWTSHD","STREAM","SCRO","Blue Ridge","Entry Cr @ rt 601","000002","AMBNT",37.14583333,-78.895,"03","South Atlantic-Gulf","Roanoke River Basin","MIDDLE ROANOKE","03010102","Middle Roanoke","Entry Creek-Little Falling River","030101020206","Little Falling River-Entry Creek","RU-Q",NA
"4AFAL000.92","RD38","RB, AW, QA",14,"2011, 2012, 2017, 2018",4,"1 : RB","2 : RB",NA,NA,NA,NA,"5 : AW | 1 : QA","5 : AW","AW: 10 | QA: 1 | Total: 11","RB: 3 | Total: 3","AW: 10 | QA: 1 | Total: 11","AW: 10 | QA: 1 | Total: 11","BIOMON","STREAM","SCRO","Blue Ridge","Fall Creek near E. Thomas St. (Rt. 655),","000002","AMBNT",36.59251667,-79.37823333,"03","South Atlantic-Gulf","Roanoke River Basin","LOWER DAN","03010104","Lower Dan","Fall Creek","030101040101","Fall Creek","RD-I","# 7"
"4AFAL006.58","RD38","PA",12,"2014",1,NA,NA,NA,"12 : PA",NA,NA,NA,NA,NA,"PA: 12 | Total: 12","PA: 12 | Total: 12",NA,"APROB","STREAM","SCRO","Blue Ridge","in stream","000002","AMBNT",36.6512,-79.3799,"03","South Atlantic-Gulf","Roanoke River Basin","LOWER DAN","03010104","Lower Dan","Fall Creek","030101040101","Fall Creek","RD-I",NA
"4AFAL006.61","RD38","FP, RB",4,"2014, 2016",2,NA,NA,NA,"2 : FP",NA,"2 : RB",NA,NA,"RB: 2 | Total: 2","FP: 2 | RB: 2 | Total: 4","FP: 2 | RB: 2 | Total: 4","RB: 2 | Total: 2","APROB","STREAM","SCRO","Blue Ridge","Fall Creek upstream of business 29","000002","AMBNT",36.65119444,-79.37988889,"03","South Atlantic-Gulf","Roanoke River Basin","LOWER DAN","03010104","Lower Dan","Fall Creek","030101040101","Fall Creek","RD-I",NA
"4AFAR000.66","RU86","RB",2,"2014",1,NA,NA,NA,"2 : RB",NA,NA,NA,NA,NA,"RB: 2 | Total: 2","RB: 2 | Total: 2",NA,"BIOMON","STREAM","SCRO","Blue Ridge","Farmers Br @ Rt 643","000002","AMBNT",36.96408056,-78.6683,"03","South Atlantic-Gulf","Roanoke River Basin","MIDDLE ROANOKE","03010102","Middle Roanoke","Lipscomb Branch-Roanoke Creek","030101020506","Roanoke Creek-Lipscomb Branch","RU-T",NA
"4AFCA001.40","RU58","RB, AW",17,"2011, 2012, 2014",3,"1 : RB","2 : RB",NA,"12 : AW | 2 : RB",NA,NA,NA,NA,NA,"RB: 5 | AW: 12 | Total: 17","AW: 12 | RB: 2 | Total: 14",NA,"AWTSHD","STREAM","SCRO","Blue Ridge","FLAT CR @ RT. 696 BR","000002","AMBNT",37.21166667,-79.26444444,"03","South Atlantic-Gulf","Roanoke River Basin","UPPER ROANOKE","03010101","Upper Roanoke","Flat Creek","030101011504","Flat Creek","RU-O",NA
"4AFCA010.95","RU58","RB",4,"2012, 2014",2,NA,"2 : RB",NA,"2 : RB",NA,NA,NA,NA,NA,"RB: 4 | Total: 4","RB: 2 | Total: 2",NA,"SSTUDY","STREAM","SCRO","Blue Ridge","Flat Cr @ RT 622 bridge","000002","AMBNT",37.29388889,-79.20972222,"03","South Atlantic-Gulf","Roanoke River Basin","UPPER ROANOKE","03010101","Upper Roanoke","Flat Creek","030101011504","Flat Creek","RU-O",NA
"4AFLT002.60","RL14","TR, RB",39,"2011, 2012, 2013, 2014, 2015, 2016",6,"2 : RB | 7 : TR","6 : TR","6 : TR","6 : TR","6 : TR","6 : TR",NA,NA,"TR: 12 | Total: 12","RB: 2 | TR: 37 | Total: 39","TR: 24 | Total: 24","TR: 12 | Total: 12","ATRND","STREAM","SCRO","Blue Ridge","Flat Creek @ rt 630 bridge(Belfield Rd.)","000002","AMBNT",36.63166667,-78.17166667,"03","South Atlantic-Gulf","Roanoke River Basin","ROANOKE RAPIDS","03010106","Roanoke Rapids","Flat Creek-Lake Gaston","030101060203","Lake Gaston-Flat Creek","RL-E",NA
"4AFLT003.30","RL14","FP",1,"2012",1,NA,"1 : FP",NA,NA,NA,NA,NA,NA,NA,"FP: 1 | Total: 1",NA,NA,"APROB","STREAM","SCRO","Blue Ridge","Flat Ck W of I85 N of Rte 630","000002","AMBNT",36.64027778,-78.1675,"03","South Atlantic-Gulf","Roanoke River Basin","ROANOKE RAPIDS","03010106","Roanoke Rapids","Flat Creek-Lake Gaston","030101060203","Lake Gaston-Flat Creek","RL-E",NA
"4AFLT008.79","RL14","RB",2,"2011",1,"2 : RB",NA,NA,NA,NA,NA,NA,NA,NA,"RB: 2 | Total: 2",NA,NA,"SSTUDY","STREAM","SCRO","Blue Ridge","STA 2-RT 642, 100 YDS BELOW NEW SOUTH HI","000002","AMBNT",36.69694444,-78.13222222,"03","South Atlantic-Gulf","Roanoke River Basin","ROANOKE RAPIDS","03010106","Roanoke Rapids","Flat Creek-Lake Gaston","030101060203","Lake Gaston-Flat Creek","RL-E",NA
"4AFLY001.78","RD59","RB",2,"2016",1,NA,NA,NA,NA,NA,"2 : RB",NA,NA,"RB: 2 | Total: 2","RB: 2 | Total: 2","RB: 2 | Total: 2","RB: 2 | Total: 2","BIOMON","STREAM",NA,"Blue Ridge","Flyblow Creek at Rt 606","000002","AMBNT",36.9533,-79.2111,"03","South Atlantic-Gulf","Roanoke River Basin","BANISTER","03010105","Banister","Stinking River","030101050204","Stinking River","RD-N",NA
"4AFNG003.54","RU55","PA, FP",14,"2016",1,NA,NA,NA,NA,NA,"2 : FP | 12 : PA",NA,NA,"FP: 2 | PA: 12 | Total: 14","FP: 2 | PA: 12 | Total: 14","FP: 2 | PA: 12 | Total: 14","FP: 2 | PA: 12 | Total: 14","APROB","STREAM","WCRO","Blue Ridge","Rt.707 Bridge","000002","AMBNT",37.23801667,-79.43042778,"03","South Atlantic-Gulf","Roanoke River Basin","UPPER ROANOKE","03010101","Upper Roanoke","Orrix Creek-Big Otter River","030101011501","Big Otter River-Orrix Creek","RU-O",NA
"4AFRV002.78","RU71","PA",10,"2018",1,NA,NA,NA,NA,NA,NA,NA,"10 : PA","PA: 10 | Total: 10",NA,"PA: 10 | Total: 10","PA: 10 | Total: 10","SSTUDY","STREAM","SCRO","Blue Ridge","Off Rt. 600 Below Brookneal STP","000002","AMBNT",37.04888889,-78.92944445,"03","South Atlantic-Gulf","Roanoke River Basin","MIDDLE ROANOKE","03010102","Middle Roanoke","Hat Creek-Falling River","030101020207","Falling River-Hat Creek-Phelps Creek","RU-Q",NA
"4AFRV003.07","RU71","TM",12,"2011, 2012",2,"6 : TM","6 : TM",NA,NA,NA,NA,NA,NA,NA,"TM: 12 | Total: 12",NA,NA,"AWTSHD","STREAM","SCRO","Blue Ridge","Falling River @ Rt 40","000002","AMBNT",37.05388889,-78.93555556,"03","South Atlantic-Gulf","Roanoke River Basin","MIDDLE ROANOKE","03010102","Middle Roanoke","Hat Creek-Falling River","030101020207","Falling River-Hat Creek-Phelps Creek","RU-Q",NA
"4AFRV010.99","RU69","TR",47,"2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018",8,"6 : TR","6 : TR","6 : TR","6 : TR","6 : TR","6 : TR","6 : TR","5 : TR","TR: 23 | Total: 23","TR: 36 | Total: 36","TR: 35 | Total: 35","TR: 23 | Total: 23","ATRND","STREAM","SCRO","Blue Ridge","NARUNA GAGE RT. 643","000002","AMBNT",37.12666667,-78.96,"03","South Atlantic-Gulf","Roanoke River Basin","MIDDLE ROANOKE","03010102","Middle Roanoke","Suck Creek-Falling River","030101020205","Falling River-Suck Creek","RU-Q","4AFRY010.99"
"4AFRV017.71","RU69","TM, PA",24,"2011, 2012, 2013",3,"6 : TM","6 : TM","12 : PA",NA,NA,NA,NA,NA,NA,"TM: 12 | PA: 12 | Total: 24","PA: 12 | Total: 12",NA,"AWTSHD","STREAM","SCRO","Blue Ridge","ROUTE 615 BRIDGE - CAMPBELL COUNTY","000002","AMBNT",37.19527778,-78.94972222,"03","South Atlantic-Gulf","Roanoke River Basin","MIDDLE ROANOKE","03010102","Middle Roanoke","Suck Creek-Falling River","030101020205","Falling River-Suck Creek","RU-Q",NA
"4AFRV017.85","RU69","FP",2,"2013",1,NA,NA,"2 : FP",NA,NA,NA,NA,NA,NA,"FP: 2 | Total: 2","FP: 2 | Total: 2",NA,"APROB","STREAM","SCRO","Blue Ridge","Falling River just upstream of Rte 615","000002","AMBNT",37.19569444,-78.9505,"03","South Atlantic-Gulf","Roanoke River Basin","MIDDLE ROANOKE","03010102","Middle Roanoke","Suck Creek-Falling River","030101020205","Falling River-Suck Creek","RU-Q",NA
"4AFRV025.34","RU66","TM, AW",23,"2011, 2012, 2017, 2018",4,"6 : TM","6 : TM",NA,NA,NA,NA,"6 : AW","5 : AW","AW: 11 | Total: 11","TM: 12 | Total: 12","AW: 11 | Total: 11","AW: 11 | Total: 11","SSTUDY","STREAM","SCRO","Blue Ridge","Falling River at Rt. 650 bridge","000002","AMBNT",37.2625,-78.90027778,"03","South Atlantic-Gulf","Roanoke River Basin","MIDDLE ROANOKE","03010102","Middle Roanoke","Mulberry Creek-Falling River","030101020202","Falling River-Mulberry Creek","RU-Q",NA
"4AFRV029.24","RU65","AW",12,"2014",1,NA,NA,NA,"12 : AW",NA,NA,NA,NA,NA,"AW: 12 | Total: 12","AW: 12 | Total: 12",NA,"SSTUDY","STREAM","SCRO","Blue Ridge","Falling River at Rt. 647 bridge","000002","AMBNT",37.30472222,-78.89666667,"03","South Atlantic-Gulf","Roanoke River Basin","MIDDLE ROANOKE","03010102","Middle Roanoke","Reedy Creek-Falling River","030101020201","Falling River-Reedy Creek","RU-Q",NA
"4AFRY006.08","RU37","RB, TM",27,"2011, 2013, 2014, 2017, 2018",5,"2 : RB",NA,"2 : RB","2 : RB | 14 : TM",NA,NA,"2 : RB","2 : RB | 3 : TM","RB: 4 | TM: 3 | Total: 7","RB: 6 | TM: 14 | Total: 20","RB: 8 | TM: 17 | Total: 25","RB: 4 | TM: 3 | Total: 7","APROB","STREAM","WCRO","Blue Ridge","Rt. 40 Bridge","000002","AMBNT",36.94796944,-79.44736389,"03","South Atlantic-Gulf","Roanoke River Basin","UPPER ROANOKE","03010101","Upper Roanoke","Fryingpan Creek-Pigg River","030101011002","Pigg River-Fryingpan Creek","RU-J","VAEQ99-281"
"4AFSF000.66","RU67","IM",17,"2015, 2017, 2018",3,NA,NA,NA,NA,"6 : IM",NA,"6 : IM","5 : IM","IM: 17 | Total: 17","IM: 6 | Total: 6","IM: 17 | Total: 17","IM: 17 | Total: 17","SSTUDY","STREAM","SCRO","Blue Ridge","South Fork Falling River, Rt. 648 bridge","000002","AMBNT",37.20277778,-78.9625,"03","South Atlantic-Gulf","Roanoke River Basin","MIDDLE ROANOKE","03010102","Middle Roanoke","Button Creek-South Fork Falling River","030101020203","South Fork Falling River-Button Creek","RU-Q",NA
"4AFSF015.01","RU67","PA",10,"2018",1,NA,NA,NA,NA,NA,NA,NA,"10 : PA","PA: 10 | Total: 10",NA,"PA: 10 | Total: 10","PA: 10 | Total: 10","APROB","STREAM","WCRO","Blue Ridge","Rt. 737 (Wheeler Rd.) bridge, Campbell C","000002","AMBNT",37.304558,-79.020122,"03","South Atlantic-Gulf","Roanoke River Basin","MIDDLE ROANOKE","03010102","Middle Roanoke","Button Creek-South Fork Falling River","030101020203","South Fork Falling River-Button Creek","RU-Q","South Fork Falling River"
"4AGCR000.01","RU21","RB",2,"2015",1,NA,NA,NA,NA,"2 : RB",NA,NA,NA,"RB: 2 | Total: 2","RB: 2 | Total: 2","RB: 2 | Total: 2","RB: 2 | Total: 2","ATRND","STREAM","WCRO","Blue Ridge","RT. 739 BRIDGE AT ALGOMA (FRANKLIN CO.)","000002","AMBNT",37.05416667,-80.085,"03","South Atlantic-Gulf","Roanoke River Basin","UPPER ROANOKE","03010101","Upper Roanoke","South Fork Blackwater River","030101010502","South Fork Blackwater River","RU-E",NA
"4AGEO006.26","RD57","FP",2,"2011",1,"2 : FP",NA,NA,NA,NA,NA,NA,NA,NA,"FP: 2 | Total: 2",NA,NA,"APROB","STREAM","SCRO","Blue Ridge","Georges Ck app. 1k dwstr of Rt 40","000002","AMBNT",36.93277778,-79.30958333,"03","South Atlantic-Gulf","Roanoke River Basin","BANISTER","03010105","Banister","Georges Creek-Whitehorn Creek","030101050202","Whitehorn Creek-Georges Creek","RD-N",NA
"4AGEO006.73","RD57","RB",4,"2013, 2016",2,NA,NA,"2 : RB",NA,NA,"2 : RB",NA,NA,"RB: 2 | Total: 2","RB: 4 | Total: 4","RB: 4 | Total: 4","RB: 2 | Total: 2","BIOMON","STREAM","SCRO","Blue Ridge","georges cr @ rt 40","000002","AMBNT",36.93626389,-79.31164722,"03","South Atlantic-Gulf","Roanoke River Basin","BANISTER","03010105","Banister","Georges Creek-Whitehorn Creek","030101050202","Whitehorn Creek-Georges Creek","RD-N",NA
"4AGER001.17","RD47","AW",12,"2011, 2012",2,"6 : AW","6 : AW",NA,NA,NA,NA,NA,NA,NA,"AW: 12 | Total: 12",NA,NA,"AWTSHD","STREAM","SCRO","Blue Ridge","Germy Cr @ Rt. 820","000002","AMBNT",36.68305556,-79.15972222,"03","South Atlantic-Gulf","Roanoke River Basin","LOWER DAN","03010104","Lower Dan","Birch Creek","030101040305","Birch Creek","RD-K",NA
"4AGIB000.66","RD67","AW, TM",21,"2011, 2012, 2015",3,"6 : AW","6 : AW",NA,NA,"9 : TM",NA,NA,NA,"TM: 9 | Total: 9","AW: 12 | TM: 9 | Total: 21","TM: 9 | Total: 9","TM: 9 | Total: 9","AWTSHD","STREAM","SCRO","Blue Ridge","Gibson Cr @ Wolftrap Rd.","000002","AMBNT",36.7175,-78.8,"03","South Atlantic-Gulf","Roanoke River Basin","BANISTER","03010105","Banister","Winn Creek-Banister River","030101050403","Banister River-John H Kerr Reservoir-Winn Creek","RD-P",NA
"4AGIL002.39","RU25","RL",855,"2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018",8,"102 : RL","100 : RL","120 : RL","123 : RL","93 : RL","106 : RL","124 : RL","87 : RL","RL: 410 | Total: 410","RL: 644 | Total: 644","RL: 653 | Total: 653","RL: 410 | Total: 410","AWTSHD","RESERV","WCRO","Blue Ridge","SMITH MT. LAKE STA #23,BUOY 11A (FRANKLI","000002","AMBNT",37.06527778,-79.6875,"03","South Atlantic-Gulf","Roanoke River Basin","UPPER ROANOKE","03010101","Upper Roanoke","Gills Creek","030101010602","Gills Creek","RU-F",NA
"4AGIL004.46","RU25","TR",41,"2011, 2012, 2013, 2014, 2016, 2017, 2018",7,"6 : TR","6 : TR","6 : TR","6 : TR",NA,"6 : TR","6 : TR","5 : TR","TR: 17 | Total: 17","TR: 30 | Total: 30","TR: 29 | Total: 29","TR: 17 | Total: 17","ATRND","STREAM","WCRO","Blue Ridge","RT. 668 BRIDGE","000002","AMBNT",37.07972222,-79.7025,"03","South Atlantic-Gulf","Roanoke River Basin","UPPER ROANOKE","03010101","Upper Roanoke","Gills Creek","030101010602","Gills Creek","RU-F",NA
"4AGIL010.54","RU25","RB",2,"2017",1,NA,NA,NA,NA,NA,NA,"2 : RB",NA,"RB: 2 | Total: 2",NA,"RB: 2 | Total: 2","RB: 2 | Total: 2","BIOMON","STREAM","WCRO","Blue Ridge","Lost Mountain Rd.","000002","AMBNT",37.11265,-79.743728,"03","South Atlantic-Gulf","Roanoke River Basin","UPPER ROANOKE","03010101","Upper Roanoke","Gills Creek","030101010602","Gills Creek","RU-F",NA
"4AGNF002.84","RU25","TR, RB, TM",25,"2015, 2016, 2017, 2018",4,NA,NA,NA,NA,"2 : RB | 6 : TR","8 : TM","8 : TM","1 : RB","RB: 3 | TR: 6 | TM: 16 | Total: 25","RB: 2 | TR: 6 | TM: 8 | Total: 16","RB: 3 | TR: 6 | TM: 16 | Total: 25","RB: 3 | TR: 6 | TM: 16 | Total: 25","TMDL","STREAM","WCRO","Blue Ridge","Bellwood lane Bridge","000002","AMBNT",37.16433333,-79.86327778,"03","South Atlantic-Gulf","Roanoke River Basin","UPPER ROANOKE","03010101","Upper Roanoke","Gills Creek","030101010602","Gills Creek","RU-F",NA
"4AGOB003.86","RD20","RL",97,"2015, 2016",2,NA,NA,NA,NA,"36 : RL","61 : RL",NA,NA,"RL: 97 | Total: 97","RL: 97 | Total: 97","RL: 97 | Total: 97","RL: 97 | Total: 97","AWTSHD","RESERV","WCRO","Blue Ridge","FAIRY STONE LAKE STATION AT DAM - PATRIC","000002","AMBNT",36.79916667,-80.10111111,"03","South Atlantic-Gulf","Roanoke River Basin","UPPER DAN","03010103","Upper Dan","Philpott Reservoir-Smith River","030101030606","Smith River/Philpott Reservoir","RD-D",NA
"4AGOB005.18","RD20","AW",24,"2011, 2012, 2017",3,"6 : AW","6 : AW",NA,NA,NA,NA,"12 : AW",NA,"AW: 12 | Total: 12","AW: 12 | Total: 12","AW: 12 | Total: 12","AW: 12 | Total: 12","AWTSHD","STREAM","WCRO","Blue Ridge","RT. 623 BRIDGE NEAR FAIRYSTONE STATE PAR","000002","AMBNT",36.79355833,-80.120125,"03","South Atlantic-Gulf","Roanoke River Basin","UPPER DAN","03010103","Upper Dan","Philpott Reservoir-Smith River","030101030606","Smith River/Philpott Reservoir","RD-D",NA
"4AGOS000.71","RU01","RB, AW",14,"2011, 2015",2,"2 : RB",NA,NA,NA,"12 : AW",NA,NA,NA,"AW: 12 | Total: 12","RB: 2 | AW: 12 | Total: 14","AW: 12 | Total: 12","AW: 12 | Total: 12","AWTSHD","STREAM","WCRO","Blue Ridge","Along Rt. 653","000002","AMBNT",37.0975,-80.2147,"03","South Atlantic-Gulf","Roanoke River Basin","UPPER ROANOKE","03010101","Upper Roanoke","Lick Fork-Goose Creek","030101010101","Goose Creek-Lick Fork","RU-A",NA
"4AGRT003.82","RL18","AW, RB",15,"2011, 2012, 2014",3,"7 : AW","6 : AW",NA,"2 : RB",NA,NA,NA,NA,NA,"AW: 13 | RB: 2 | Total: 15","RB: 2 | Total: 2",NA,"AWTSHD","STREAM","SCRO","Blue Ridge","GREAT CREEK, RT. 619 BRIDGE","000002","AMBNT",36.59305555,-78.09083333,"03","South Atlantic-Gulf","Roanoke River Basin","ROANOKE RAPIDS","03010106","Roanoke Rapids","Great Creek-Lake Gaston","030101060302","Roanoke River/Lake Gaston-Great Creek","RL-F",NA
"4AGSE000.20","RU45","AW",12,"2011, 2012",2,"6 : AW","6 : AW",NA,NA,NA,NA,NA,NA,NA,"AW: 12 | Total: 12",NA,NA,"AWTSHD","STREAM","WCRO","Blue Ridge","RT. 630 BRIDGE AT LEESVILLE","000002","AMBNT",37.11638889,-79.38722222,"03","South Atlantic-Gulf","Roanoke River Basin","UPPER ROANOKE","03010101","Upper Roanoke","Back Creek-Goose Creek","030101011203","Goose Creek-Back Creek","RU-L",NA
