"FDT_STA_ID","Huc6_Vahu6","FDT_SPG_CODE","nObservations","yearsSampled","nYearsSampled","n_Samples_2013","n_Samples_2014","n_Samples_2015","n_Samples_2016","n_Samples_2017","n_Samples_2018","n_Samples_2019","n_Samples_2016_2019","n_Samples_IR2020","n_Samples_IR2022","n_Samples_IR2024","STA_DESC","Deq_Region","STA_REC_CODE","FDT_DEPTH","FDT_DEPTH_DESC","FDT_PERCENT_FRB","FDT_SSC_CODE","FDT_COMMENT","Latitude","Longitude","Huc6_Huc_8","Huc6_Huc_8_Name","Huc6_Name","Huc6_Vahu5","Huc6_Huc_12","Huc6_Huc_12_Name","STA_LV1_CODE","LV1_DESCRIPTION","STA_LV2_CODE","LV2_DESCRIPTION","STA_LV3_CODE","LV3_DESCRIPTION","STA_CBP_NAME","FDT_DATE_TIME2","Basin","Subbasin"
"4AGOB003.86","RD20","RL",97,"2015, 2016",2,NA,NA,"36 : RL","61 : RL",NA,NA,NA,"RL: 61 | Total: 61","RL: 97 | Total: 97","RL: 97 | Total: 97",NA,"FAIRY STONE LAKE STATION AT DAM - PATRIC","Blue Ridge","WCRO",0.3,"S",50,"000002",NA,36.79916667,-80.10111111,"03010103","Upper Dan","Philpott Reservoir-Smith River","RD-D","030101030606","Smith River/Philpott Reservoir","RESERV","Station sample at reservoir, man-made body of water","AMBNT","Monitor ambient conditions of environment","AWTSHD","Ambient Watershed Station",NA,2015-04-20 14:30:00,"Roanoke","Upper Dan"
"4AGOB005.18","RD20","AW",12,"2017",1,NA,NA,NA,NA,"12 : AW",NA,NA,"AW: 12 | Total: 12","AW: 12 | Total: 12","AW: 12 | Total: 12","AW: 12 | Total: 12","RT. 623 BRIDGE NEAR FAIRYSTONE STATE PAR","Blue Ridge","WCRO",0.3,"S",50,"000002",NA,36.79355833,-80.120125,"03010103","Upper Dan","Philpott Reservoir-Smith River","RD-D","030101030606","Smith River/Philpott Reservoir","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","AWTSHD","Ambient Watershed Station",NA,2017-01-19 17:00:00,"Roanoke","Upper Dan"
"4AGOS000.71","RU01","AW",12,"2015",1,NA,NA,"12 : AW",NA,NA,NA,NA,NA,"AW: 12 | Total: 12","AW: 12 | Total: 12",NA,"Along Rt. 653","Blue Ridge","WCRO",0.3,"S",50,"000002",NA,37.0975,-80.2147,"03010101","Upper Roanoke","Lick Fork-Goose Creek","RU-A","030101010101","Goose Creek-Lick Fork","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","AWTSHD","Ambient Watershed Station",NA,2015-01-20 19:20:00,"Roanoke","Upper Roanoke"
"4AGRT003.82","RL18",NA,16,"2014, 2017, 2018",3,NA,"2 : RB",NA,NA,"6 : AW","6 : AW | 2 : RB",NA,"AW: 12 | RB: 2 | Total: 14","RB: 4 | AW: 12 | Total: 16","AW: 12 | RB: 2 | Total: 14","AW: 12 | RB: 2 | Total: 14","GREAT CREEK, RT. 619 BRIDGE","Piedmont","SCRO",0.3,"S",50,"000002",NA,36.59305555,-78.09083333,"03010106","Roanoke Rapids","Great Creek-Lake Gaston","RL-F","030101060302","Roanoke River/Lake Gaston-Great Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","AWTSHD","Ambient Watershed Station",NA,2014-06-10 15:00:00,"Roanoke","Roanoke Rapids"
"4AGSE000.20","RU45","AW",10,"2019",1,NA,NA,NA,NA,NA,NA,"10 : AW","AW: 10 | Total: 10",NA,"AW: 10 | Total: 10","AW: 10 | Total: 10","RT. 630 BRIDGE AT LEESVILLE","Blue Ridge","WCRO",0.3,"S",50,"000002",NA,37.11638889,-79.38722222,"03010101","Upper Roanoke","Back Creek-Goose Creek","RU-L","030101011203","Goose Creek-Back Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","AWTSHD","Ambient Watershed Station",NA,2019-01-22 10:50:00,"Roanoke","Upper Roanoke"
"4AGSE013.78","RU43","TR",41,"2013, 2014, 2015, 2016, 2017, 2018, 2019",7,"6 : TR","6 : TR","6 : TR","6 : TR","6 : TR","6 : TR","5 : TR","TR: 23 | Total: 23","TR: 36 | Total: 36","TR: 29 | Total: 29","TR: 17 | Total: 17","GOOSE CREEK AT GAGE off Rt. 735","Blue Ridge","WCRO",0.3,"S",50,"000002","DO PROBE FAILED MID-DAY CHECK",37.17305556,-79.52055555,"03010101","Upper Roanoke","Mill Creek-Goose Creek","RU-L","030101011201","Goose Creek-Mill Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","AWTSHD","Ambient Watershed Station",NA,2013-01-23 15:35:00,"Roanoke","Upper Roanoke"
"4AGSE021.57","RU41","FP",2,"2016",1,NA,NA,NA,"2 : FP",NA,NA,NA,"FP: 2 | Total: 2","FP: 2 | Total: 2","FP: 2 | Total: 2",NA,"Dnstr. of Rt. 24","Blue Ridge","WCRO",0.3,"S",50,NA,NA,37.22226111,-79.58043611,"03010101","Upper Roanoke","Wolf Creek-Goose Creek","RU-K","030101011103","Goose Creek-Wolf Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","APROB","Ambient Probabilistic Station","VA-1056",2016-05-16 14:45:00,"Roanoke","Upper Roanoke"
"4AGSE022.55","RU41",NA,12,"2016",1,NA,NA,NA,"11 : PA | 1 : QA",NA,NA,NA,"PA: 11 | QA: 1 | Total: 12","PA: 11 | QA: 1 | Total: 12","PA: 11 | QA: 1 | Total: 12",NA,"RT 24 BRIDGE AT GAGE","Blue Ridge","WCRO",0.3,"S",50,"000002",NA,37.2325,-79.57388889,"03010101","Upper Roanoke","Wolf Creek-Goose Creek","RU-K","030101011103","Goose Creek-Wolf Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","AWTSHD","Ambient Watershed Station",NA,2016-01-12 15:30:00,"Roanoke","Upper Roanoke"
"4AGSE037.78","RU39","AW",12,"2018",1,NA,NA,NA,NA,NA,"12 : AW",NA,"AW: 12 | Total: 12","AW: 12 | Total: 12","AW: 12 | Total: 12","AW: 12 | Total: 12","RT. 755 BRIDGE (BEDFORD COUNTY)","Blue Ridge","WCRO",0.3,"S",50,"000002",NA,37.33416667,-79.65861111,"03010101","Upper Roanoke","North Fork Goose Creek-Goose Creek","RU-K","030101011101","Goose Creek-North Fork Goose Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","AWTSHD","Ambient Watershed Station",NA,2018-01-24 18:40:00,"Roanoke","Upper Roanoke"
"4AGSF002.16","RU39",NA,13,"2018, 2019",2,NA,NA,NA,NA,NA,"12 : SS","1 : RB","SS: 12 | RB: 1 | Total: 13","SS: 12 | Total: 12","SS: 12 | RB: 1 | Total: 13","SS: 12 | RB: 1 | Total: 13","RT. 607 BR. BELOW FUEL STORAGE, MONTVALE","Blue Ridge","WCRO",0.3,"S",50,"000002",NA,37.37944444,-79.73111111,"03010101","Upper Roanoke","North Fork Goose Creek-Goose Creek","RU-K","030101011101","Goose Creek-North Fork Goose Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","AWTSHD","Ambient Watershed Station",NA,2018-01-24 19:00:00,"Roanoke","Upper Roanoke"
"4AGSY004.60","RD51",NA,19,"2014, 2016, 2017, 2018",4,NA,"2 : RB",NA,"1 : RB","2 : RB | 6 : TM","2 : RB | 6 : TM",NA,"RB: 5 | TM: 12 | Total: 17","RB: 7 | TM: 12 | Total: 19","RB: 5 | TM: 12 | Total: 17","RB: 4 | TM: 12 | Total: 16","Grassy Cr @ rt 744","Blue Ridge","SCRO",0.3,"S",50,"000002",NA,36.64972222,-78.87055556,"03010104","Lower Dan","Grassy Creek-Dan River","RD-L","030101040404","Dan River-John H Kerr Reservoir-Grassy Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","BIOMON","Biological Monitoring site",NA,2014-06-04 16:20:00,"Roanoke","Lower Dan"
"4AHCK000.51","RU69","RB",2,"2015",1,NA,NA,"2 : RB",NA,NA,NA,NA,NA,"RB: 2 | Total: 2","RB: 2 | Total: 2",NA,"Hickory Creek @ Rt. 641","Blue Ridge","SCRO",0.3,"S",50,"000002",NA,37.11861111,-78.96777778,"03010102","Middle Roanoke","Suck Creek-Falling River","RU-Q","030101020205","Falling River-Suck Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","AWTSHD","Ambient Watershed Station",NA,2015-04-24 14:45:00,"Roanoke","Middle Roanoke"
"4AHEN002.16","RU85","AW",12,"2014",1,NA,"12 : AW",NA,NA,NA,NA,NA,NA,"AW: 12 | Total: 12",NA,NA,"HORSEPEN CREEK, RT. 637 BRIDGE","Blue Ridge","SCRO",0.3,"S",50,"000002",NA,36.90698056,-78.65240278,"03010102","Middle Roanoke","Horsepen Creek","RU-T","030101020505","Horsepen Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","AWTSHD","Ambient Watershed Station",NA,2014-01-22 18:30:00,"Roanoke","Middle Roanoke"
"4AHEN004.27","RU85",NA,15,"2015, 2018, 2019",3,NA,NA,"2 : RB",NA,NA,"1 : RB","2 : RB | 10 : TM","RB: 3 | TM: 10 | Total: 13","RB: 3 | Total: 3","RB: 5 | TM: 10 | Total: 15","RB: 3 | TM: 10 | Total: 13","Horsepen Cr @ rt 612","Blue Ridge","SCRO",0.3,"S",50,"000002",NA,36.92638889,-78.63611111,"03010102","Middle Roanoke","Horsepen Creek","RU-T","030101020505","Horsepen Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","BIOMON","Biological Monitoring site",NA,2015-04-27 19:30:00,"Roanoke","Middle Roanoke"
"4AHPN001.62","RU36",NA,35,"2013, 2014, 2015, 2016, 2017, 2018",6,"6 : TM","5 : TM","6 : IM","6 : IM","6 : TR","6 : TR",NA,"IM: 6 | TR: 12 | Total: 18","TM: 11 | IM: 12 | TR: 12 | Total: 35","IM: 12 | TR: 12 | Total: 24","TR: 12 | Total: 12","Rt. 785 Bridge","Blue Ridge","WCRO",0.3,"S",50,"000002",NA,36.92875556,-79.52600833,"03010101","Upper Roanoke","Tomahawk Creek-Pigg River","RU-J","030101011001","Pigg River-Tomahawk Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","AWTSHD","Ambient Watershed Station",NA,2013-02-25 19:10:00,"Roanoke","Upper Roanoke"
"4AHRN004.93","RD11",NA,28,"2013, 2014, 2017",3,"1 : RB","2 : RB | 13 : TM",NA,NA,"12 : AW",NA,NA,"AW: 12 | Total: 12","RB: 3 | TM: 13 | AW: 12 | Total: 28","AW: 12 | Total: 12","AW: 12 | Total: 12","RT. 695 BRIDGE","Blue Ridge","WCRO",0.3,"S",50,"000002","NO DO DATA COLLECTED.  PROBE FAILED",36.63138889,-80.00555556,"03010103","Upper Dan","Horse Pasture Creek","RD-B","030101030406","Horse Pasture Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","AWTSHD","Ambient Watershed Station",NA,2013-10-23 15:45:00,"Roanoke","Upper Dan"
"4AHTA003.26","RU80","RL",78,"2013, 2014, 2019",3,"28 : RL","28 : RL",NA,NA,NA,NA,"22 : RL","RL: 22 | Total: 22","RL: 56 | Total: 56","RL: 22 | Total: 22","RL: 22 | Total: 22","STATION 1 - CONNER LAKE (PORTION OF HUNT","Blue Ridge","SCRO",0.3,"S",50,"000002",NA,36.92416667,-78.79972222,"03010102","Middle Roanoke","Hunting Creek-Roanoke River","RU-S","030101020405","Roanoke River-Hunting Creek","RESERV","Station sample at reservoir, man-made body of water","AMBNT","Monitor ambient conditions of environment","AWTSHD","Ambient Watershed Station",NA,2013-04-08 14:45:00,"Roanoke","Middle Roanoke"
"4AHYC016.70","RD70","TR",41,"2013, 2014, 2015, 2016, 2017, 2018, 2019",7,"6 : TR","6 : TR","6 : TR","6 : TR","6 : TR","6 : TR","5 : TR","TR: 23 | Total: 23","TR: 36 | Total: 36","TR: 29 | Total: 29","TR: 17 | Total: 17","RT. 501 S OF SOUTH BOSTON","Blue Ridge","SCRO",0.3,"S",50,"000002",NA,36.58777778,-78.89861111,"03010104","Lower Dan","Bowes Branch-Hyco River","RD-R","030101040603","Hyco River-Bowes Branch","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","ATRND","Ambient Trend Station",NA,2013-02-13 20:00:00,"Roanoke","Lower Dan"
"4AJCR000.42","RD24",NA,4,"2013, 2014",2,"2 : FP","2 : RB",NA,NA,NA,NA,NA,NA,"FP: 2 | RB: 2 | Total: 4",NA,NA,"Upstr of Rt. 220 Bus, at Dick & Willy Tr","Blue Ridge","WCRO",0.3,"S",50,"000002",NA,36.698,-79.898,"03010103","Upper Dan","Beaver Creek-Smith River","RD-F","030101030801","Smith River-Beaver Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","APROB","Ambient Probabilistic Station",NA,2013-06-03 14:30:00,"Roanoke","Upper Dan"
"4AJKN003.18","RU36","FP",2,"2018",1,NA,NA,NA,NA,NA,"2 : FP",NA,"FP: 2 | Total: 2","FP: 2 | Total: 2","FP: 2 | Total: 2","FP: 2 | Total: 2","Upstream of Rt. 40","Blue Ridge","WCRO",0.3,"S",50,"000002",NA,36.970403,-79.597156,"03010101","Upper Roanoke","Tomahawk Creek-Pigg River","RU-J","030101011001","Pigg River-Tomahawk Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","BIOMON","Biological Monitoring site","VA-1132",2018-05-01 15:10:00,"Roanoke","Upper Roanoke"
"4AJSR000.53","RD64","RB",1,"2014",1,NA,"1 : RB",NA,NA,NA,NA,NA,NA,"RB: 1 | Total: 1",NA,NA,"Johns Run @ Johns Run Rd (Rt 664)","Blue Ridge","SCRO",0.3,"S",50,"000002",NA,36.78944444,-79.15277778,"03010105","Banister","Lower Sandy Creek","RD-O","030101050302","Lower Sandy Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","SSTUDY","Special Study Station",NA,2014-12-01 15:30:00,"Roanoke","Banister"
"4AKTT001.15","RL11","TM",12,"2013, 2014",2,"6 : TM","6 : TM",NA,NA,NA,NA,NA,NA,"TM: 12 | Total: 12",NA,NA,"Kettles Creek @ rt 4","Piedmont","SCRO",0.3,"S",50,"000002",NA,36.62555556,-78.30361111,"03010106","Roanoke Rapids","Cox Creek-Allen Creek","RL-D","030101060102","Allen Creek-Cox Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","AWTSHD","Ambient Watershed Station",NA,2013-01-28 20:25:00,"Roanoke","Roanoke Rapids"
"4ALAR000.00","RD74","RB",1,"2015",1,NA,NA,"1 : RB",NA,NA,NA,NA,NA,"RB: 1 | Total: 1","RB: 1 | Total: 1",NA,"Larkin Br hike to just upstrm of Hyco R","Blue Ridge","SCRO",0.3,"S",50,"000002",NA,36.63610833,-78.80662778,"03010104","Lower Dan","Larkin Branch-Hyco River","RD-R","030101040608","Hyco River/John H Kerr Reservoir-Larkin Branch","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","BIOMON","Biological Monitoring site",NA,2015-05-13 15:35:00,"Roanoke","Lower Dan"
"4ALAW002.38","RD38",NA,5,"2013, 2014, 2015",3,"1 : RB","2 : FP","2 : RB",NA,NA,NA,NA,NA,"RB: 3 | FP: 2 | Total: 5","RB: 2 | Total: 2",NA,"LAWLESS CR 40M BELOW RT 719","Blue Ridge","SCRO",0.3,"S",50,"000002",NA,36.66629722,-79.35279167,"03010104","Lower Dan","Fall Creek","RD-I","030101040101","Fall Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","BIOMON","Biological Monitoring site",NA,2013-11-25 17:00:00,"Roanoke","Lower Dan"
"4ALAW002.43","RD38","RB",4,"2013, 2015",2,"2 : RB",NA,"2 : RB",NA,NA,NA,NA,NA,"RB: 4 | Total: 4","RB: 2 | Total: 2",NA,"Lawless Creek @ Lawless Creek Rd","Blue Ridge","SCRO",0.3,"S",50,"000002",NA,36.66638889,-79.3525,"03010104","Lower Dan","Fall Creek","RD-I","030101040101","Fall Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","AWTSHD","Ambient Watershed Station",NA,2013-04-24 15:50:00,"Roanoke","Lower Dan"
"4ALBC002.44","RU61","RB",2,"2017",1,NA,NA,NA,NA,"2 : RB",NA,NA,"RB: 2 | Total: 2","RB: 2 | Total: 2","RB: 2 | Total: 2","RB: 2 | Total: 2","At Lost Drive","Blue Ridge","WCRO",0.3,"S",50,"000002",NA,37.207028,-79.104569,"03010102","Middle Roanoke","Seneca Creek","RU-P","030101020102","Seneca Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","BIOMON","Biological Monitoring site",NA,2017-05-04 12:15:00,"Roanoke","Middle Roanoke"
"4ALBR000.37","RD63","PA",12,"2015",1,NA,NA,"12 : PA",NA,NA,NA,NA,NA,"PA: 12 | Total: 12","PA: 12 | Total: 12",NA,"Route 662 (Randolph Road)","Blue Ridge","SCRO",0.3,"S",50,"000002",NA,36.75925,-79.1927,"03010105","Banister","Upper Sandy Creek","RD-O","030101050301","Upper Sandy Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","APROB","Ambient Probabilistic Station",NA,2015-01-12 19:10:00,"Roanoke","Banister"
"4ALDR002.61","RD03","AW",22,"2014, 2019",2,NA,"12 : AW",NA,NA,NA,NA,"10 : AW","AW: 10 | Total: 10","AW: 12 | Total: 12","AW: 10 | Total: 10","AW: 10 | Total: 10","RT. 649 BRIDGE(GAMMONS ROAD)","Blue Ridge","WCRO",0.3,"S",50,"000002",NA,36.56454167,-80.3743,"03010103","Upper Dan","Little Dan River","RD-A","030101030103","Little Dan River","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","AWTSHD","Ambient Watershed Station",NA,2014-01-09 17:25:00,"Roanoke","Upper Dan"
"4ALFF001.85","RD77","RB",1,"2015",1,NA,NA,"1 : RB",NA,NA,NA,NA,NA,"RB: 1 | Total: 1","RB: 1 | Total: 1",NA,"LITTLE BUFFALO CREEK, RT 58 BRIDGE","Piedmont","SCRO",0.3,"S",50,"000002",NA,36.62638889,-78.62888889,"03010104","Lower Dan","Buffalo Creek-Dan River","RD-S","030101040704","Dan River/John H Kerr Reservoir-Buffalo Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","AWTSHD","Ambient Watershed Station",NA,2015-05-15 16:30:00,"Roanoke","Lower Dan"
"4ALIZ003.42","RL22","TM",12,"2013, 2014",2,"6 : TM","6 : TM",NA,NA,NA,NA,NA,NA,"TM: 12 | Total: 12",NA,NA,"RT. 667 BRIDGE","Piedmont","SCRO",0.3,"S",50,"000002",NA,36.55672222,-77.9245,"03010106","Roanoke Rapids","Lizard Creek-Lake Gaston","RL-G","030101060401","Roanoke River/Lake Gaston-Lizard Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","AWTSHD","Ambient Watershed Station",NA,2013-01-28 19:00:00,"Roanoke","Roanoke Rapids"
"4ALLC002.18","RU47","RB",2,"2016",1,NA,NA,NA,"2 : RB",NA,NA,NA,"RB: 2 | Total: 2","RB: 2 | Total: 2","RB: 2 | Total: 2",NA,"Little Sycamore at Rt 653","Blue Ridge",NA,0.3,"S",50,"000002",NA,37.0315,-79.3066,"03010101","Upper Roanoke","Little Sycamore Creek-Sycamore Creek","RU-M","030101011304","Sycamore Creek-Little Sycamore Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","BIOMON","Biological Monitoring site",NA,2016-03-31 13:20:00,"Roanoke","Upper Roanoke"
"4ALLE005.22","RU22",NA,67,"2013, 2014, 2015, 2016, 2017, 2018, 2019",7,"6 : TR","6 : TR","6 : TR","6 : TR","6 : TR","1 : RB | 6 : TR","23 : IM | 2 : RB | 5 : TR","TR: 23 | RB: 3 | IM: 23 | Total: 49","TR: 36 | RB: 1 | Total: 37","TR: 29 | RB: 3 | IM: 23 | Total: 55","TR: 17 | RB: 3 | IM: 23 | Total: 43","Rt. 697 Bridge (Franklin Co.)","Blue Ridge","WCRO",0.3,"S",50,"000002",NA,37.06083333,-79.94138889,"03010101","Upper Roanoke","Madcap Creek-Blackwater River","RU-E","030101010503","Blackwater River-Madcap Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","ATRND","Ambient Trend Station",NA,2013-01-08 17:40:00,"Roanoke","Upper Roanoke"
"4ALNE006.56","RU92","TR",41,"2013, 2014, 2015, 2016, 2017, 2018, 2019",7,"6 : TR","6 : TR","6 : TR","6 : TR","6 : TR","6 : TR","5 : TR","TR: 23 | Total: 23","TR: 36 | Total: 36","TR: 29 | Total: 29","TR: 17 | Total: 17","RT. 49 BRIDGE, lil bluestone cr","Piedmont","SCRO",0.3,"S",50,"000002",NA,36.73111111,-78.53861111,"03010102","Middle Roanoke","Little Bluestone Creek","RU-V","030101020702","Little Bluestone Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","ATRND","Ambient Trend Station",NA,2013-02-04 19:15:00,"Roanoke","Middle Roanoke"
"4ALNF006.42","RU31","FP",2,"2019",1,NA,NA,NA,NA,NA,NA,"2 : FP","FP: 2 | Total: 2",NA,"FP: 2 | Total: 2","FP: 2 | Total: 2","Upstr of Fishburn Mt Rd, Rt. 756","Blue Ridge","WCRO",0.3,"S",50,"000002",NA,36.921294,-79.907383,"03010101","Upper Roanoke","Big Chestnut Creek","RU-H","030101010803","Big Chestnut Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","BIOMON","Biological Monitoring site","VA-1228",2019-04-10 10:45:00,"Roanoke","Upper Roanoke"
"4ALOA000.62","RU38","RB",2,"2019",1,NA,NA,NA,NA,NA,NA,"2 : RB","RB: 2 | Total: 2",NA,"RB: 2 | Total: 2","RB: 2 | Total: 2","Long Branch @ Rte 733","Blue Ridge","WCRO",0.3,"S",50,"000002",NA,37.075275,-79.466786,"03010101","Upper Roanoke","Old Womans Creek-Leesville Lake","RU-M","030101011302","Roanoke River/Leesville Lake-Old Womans Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","BIOMON","Biological Monitoring site",NA,2019-03-05 13:30:00,"Roanoke","Upper Roanoke"
"4ALOR005.92","RU54","FP",2,"2019",1,NA,NA,NA,NA,NA,NA,"2 : FP","FP: 2 | Total: 2",NA,"FP: 2 | Total: 2","FP: 2 | Total: 2","Off Rt. 784, Nicopolis Dr.","Blue Ridge","WCRO",0.3,"S",50,"000002",NA,37.296306,-79.445258,"03010101","Upper Roanoke","Johns Creek-Little Otter River","RU-N","030101011406","Little Otter River-Johns Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","BIOMON","Biological Monitoring site","VA-1232",2019-05-21 11:30:00,"Roanoke","Upper Roanoke"
"4ALOR008.64","RU54","TM",6,"2014",1,NA,"6 : TM",NA,NA,NA,NA,NA,NA,"TM: 6 | Total: 6",NA,NA,"RT. 784 BRIDGE,BEDFORD CO","Blue Ridge","WCRO",0.3,"S",50,"000002","CONDUCTIVITY NOT REPORTED DUE TO METER MALFUNCTION  MIDDAY CHECK: T=12.0, BP=737.7, DO=10.6, DO%=98.7",37.29361111,-79.45583333,"03010101","Upper Roanoke","Johns Creek-Little Otter River","RU-N","030101011406","Little Otter River-Johns Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","AWTSHD","Ambient Watershed Station",NA,2014-01-06 18:40:00,"Roanoke","Upper Roanoke"
"4ALOR014.75","RU54",NA,41,"2013, 2014, 2015, 2016, 2017, 2018, 2019",7,"6 : TR","6 : TM","6 : TR","6 : TR","6 : TR","6 : TR","5 : TR","TR: 23 | Total: 23","TR: 30 | TM: 6 | Total: 36","TR: 29 | Total: 29","TR: 17 | Total: 17","RT. 718 BR ABOVE BEDFORD STP OUTFALL","Blue Ridge","WCRO",0.3,"S",50,"000002",NA,37.33333333,-79.46448611,"03010101","Upper Roanoke","Johns Creek-Little Otter River","RU-N","030101011406","Little Otter River-Johns Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","ATRND","Ambient Trend Station","02061500",2013-01-23 18:00:00,"Roanoke","Upper Roanoke"
"4ALPP004.46","RL20",NA,14,"2013, 2017",2,"12 : PA",NA,NA,NA,"2 : RB",NA,NA,"RB: 2 | Total: 2","PA: 12 | RB: 2 | Total: 14","RB: 2 | Total: 2","RB: 2 | Total: 2","Little Poplar at Dr. Purdy Road","Piedmont",NA,0.3,"S",50,"000002",NA,36.60024167,-77.99693889,"03010106","Roanoke Rapids","Poplar Creek","RL-F","030101060304","Poplar Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","AWTSHD","Ambient Watershed Station",NA,2013-01-28 19:20:00,"Roanoke","Roanoke Rapids"
"4ALPP004.52","RL20","FP",2,"2013",1,"2 : FP",NA,NA,NA,NA,NA,NA,NA,"FP: 2 | Total: 2",NA,NA,"Little Poplar East of 659","Piedmont","SCRO",0.3,"S",50,"000002",NA,36.6142,-77.9771,"03010106","Roanoke Rapids","Poplar Creek","RL-F","030101060304","Poplar Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","APROB","Ambient Probabilistic Station",NA,2013-04-25 16:30:00,"Roanoke","Roanoke Rapids"
"4ALRO003.34","RU82",NA,24,"2013, 2016",2,"12 : AW",NA,NA,"12 : PA",NA,NA,NA,"PA: 12 | Total: 12","AW: 12 | PA: 12 | Total: 24","PA: 12 | Total: 12",NA,"RT. 47 BRIDGE","Blue Ridge","SCRO",0.3,"S",50,"000002",NA,37.02472222,-78.61444445,"03010102","Middle Roanoke","Ash Camp Creek-Roanoke Creek","RU-T","030101020502","Roanoke Creek-Ash Camp Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","AWTSHD","Ambient Watershed Station",NA,2013-01-24 17:45:00,"Roanoke","Middle Roanoke"
"4ALRO010.18","RU81",NA,24,"2015, 2017, 2018, 2019",4,NA,NA,"2 : RB",NA,"6 : AW","6 : AW","10 : TM","AW: 12 | TM: 10 | Total: 22","RB: 2 | AW: 12 | Total: 14","RB: 2 | AW: 12 | TM: 10 | Total: 24","AW: 12 | TM: 10 | Total: 22","RTE 604 (Abilene Rd)","Blue Ridge","SCRO",0.3,"S",50,"000002",NA,37.10138889,-78.5625,"03010102","Middle Roanoke","Spring Creek-Roanoke Creek","RU-T","030101020501","Roanoke Creek-Spring Creek","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","SSTUDY","Special Study Station",NA,2015-05-07 17:45:00,"Roanoke","Middle Roanoke"
